21_TruckingRoute.txt,1017,H043GC,Nayara Petrol Pump,,,Mandal Becharaji Special Investment Zone,Mandal Becharaji Special Investment Zone,Mandal,Ahmedabad District,Gujarat,,"Viramgam Highway, Mandal Becharaji Special Investment Zone, Gujarat, 384415",,,www.nayaraenergy.com,72.031867,23.492716,72.0318780000001,23.4925460000001,TRNPMP,B486700553,1,,,
21_TruckingRoute.txt,1371,ZKTFCU,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 4, Opposite Starline Showroom, Becharaji Viramgam Highway, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.035332,23.492268,72.035354,23.4923430000001,TRNCNG,B81120937,2,,,
21_TruckingRoute.txt,2082,SBF364,Indian Oil Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Becharaji Mehsana, Becharaji, Gujarat, 384415",,,www.iocl.com,72.0427090000001,23.496067,72.0428670000001,23.495893,TRNPMP,INTB470,3,,,
21_TruckingRoute.txt,2090,NH5ZLB,Sabarmati Gas CNG Station,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Indian Oil Petrol Pump, Near Becharaji Temple, Bechraji, Becharaji, Gujarat, 384415",,,www.sabarmatigas.in,72.0427890000001,23.4960290000001,72.0428650000001,23.49593,TRNCNG,B81120937,4,,,
21_TruckingRoute.txt,2122,DDI422,HP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Becharaji, Gujarat, 384415",,,www.hindustanpetroleum.com,72.0430690000001,23.496673,72.0431110000001,23.496629,TRNPMP,INTB498,5,,,
21_TruckingRoute.txt,3271,5KTEDV,Jio BP Petrol Pump,,,,Becharaji,Becharaji,Mahesana District,Gujarat,,"Survey No 599, Mehsana Highway, SH-7, Bechraji, Near Railway Crossing, Becharaji, Gujarat, 384415",,,www.reliancepetroleum.com,72.053408,23.5025450000001,72.0534270000001,23.5024340000001,TRNPMP,B486702853,6,,,
21_TruckingRoute.txt,4333,Y486CL,Bharat Petroleum Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Kalri Becharaji Deesa Highway, Becharaji, Mahesana District, Gujarat, 384415",,,www.bharatpetroleum.com,72.06305,23.5064080000001,72.0630570000001,23.5064530000001,TRNPMP,INTB497,7,,,
21_TruckingRoute.txt,9950,OB7Z84,Nayara Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Survey No 392, Old Survey No 337, Paiki 2, Village Chadasana, Taluka Becharaji, District Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.nayaraenergy.com,72.1182580000001,23.5116400000001,72.1183310000001,23.5113200000001,TRNPMP,B486700553,8,,,
21_TruckingRoute.txt,12818,2IZZIX,Indian Oil Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Indrap Ambala Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.iocl.com,72.1467730000001,23.5114850000001,72.1467700000001,23.5115420000001,TRNPMP,INTB470,9,,,
21_TruckingRoute.txt,13462,SJO3TW,Indian Oil Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Indrap Ambala Mehsana, Becharaji, Mahesana District, Gujarat, 384415",,,www.iocl.com,72.15297,23.512688,72.152946,23.512597,TRNPMP,INTB470,10,,,
21_TruckingRoute.txt,16832,PKWBM9,Indian Oil Petrol Pump,,,,,Becharaji,Mahesana District,Gujarat,,"Ground Floor, Palavasna Bechraji Road, Asjol Mehsana, Becharaji, Mahesana District, Gujarat, 384410",,,www.iocl.com,72.1861030000001,23.514148,72.186107,23.5141540000001,TRNPMP,INTB470,1,,,
21_TruckingRoute.txt,22421,H53IH0,Indian Oil Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Ground Floor, Balol, Asjol, Mehsana, Mahesana, Mahesana District, Gujarat, 384410",,,,72.240821,23.517863,72.240893,23.5175150000001,TRNPMP,INTB470,2,Mon-Sun 06:00-22:00,,
21_TruckingRoute.txt,22924,SNV6W6,Bharat Petroleum Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Mahesana, Mahesana District, Gujarat, 384410",,,www.bharatpetroleum.com,72.245728,23.51829,72.245636,23.5180530000001,TRNPMP,INTB497,3,,,
21_TruckingRoute.txt,24864,WWBU2N,HP Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Survey No 846/p, Mouje Balol, Taluka Mehsana, Mahesana, Mahesana District, Gujarat, 384410",,,www.hindustanpetroleum.com,72.2639760000001,23.5252090000001,72.2639110000001,23.525379,TRNPMP,INTB498,4,,,
21_TruckingRoute.txt,24899,DE98LW,Sabarmati Gas CNG Station,,,,,Mahesana,Mahesana District,Gujarat,,"Survey No 1792, Balol, Mehsana Becharaji Highway, Mahesana, Mahesana District, Gujarat, 384410",,,www.sabarmatigas.in,72.26428,23.5254640000001,72.264081,23.525721,TRNCNG,B81120937,5,,,
21_TruckingRoute.txt,28308,OB80R2,Nayara Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"RS 76, Village Mitha, Taluka and District Mehsana, Mahesana, Mahesana District, Gujarat, 384001",,,www.nayaraenergy.com,72.294537,23.5453860000001,72.2946130000001,23.5450970000001,TRNPMP,B486700553,6,,,
21_TruckingRoute.txt,33761,J1ITG9,Shubh Petroleum,,,,,Mahesana,Mahesana District,Gujarat,,"Opposite Harihar Hotel, Near Wood 360 llp, Nagalpur, Mehsana, Mahesana, Mahesana District, Gujarat, 384003",,,,72.344946,23.5637540000001,72.345196,23.5640070000001,TRNPMP,,7,,,
21_TruckingRoute.txt,34211,8LU51V,Indian Oil Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Ground Floor, Hedua, Mehsana Bypass Highway Rajgar Mehsana, Mahesana, Mahesana District, Gujarat, 384003",,,www.iocl.com,72.3503040000001,23.560297,72.350375,23.560389,TRNPMP,INTB470,8,,,
21_TruckingRoute.txt,35324,ZKTE68,Sabarmati Gas CNG Station,,,,,Mahesana,Mahesana District,Gujarat,,"Revenue Survey No 1383, Village Motap, Taluka Becharaji, Mahesana, Mahesana District, Gujarat, 384001",,,www.sabarmatigas.in,72.362644,23.554854,72.362759,23.5549790000001,TRNCNG,B81120937,9,,,
21_TruckingRoute.txt,35330,SNK7U9,HP Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Mahesana, Mahesana District, Gujarat, 384001",,,www.hindustanpetroleum.com,72.3627000000001,23.5549,72.3628220000001,23.554947,TRNPMP,INTB498,10,,,
21_TruckingRoute.txt,37070,SNJ2WT,HP Petrol Pump,,,,,Mahesana,Mahesana District,Gujarat,,"Mahesana, Mahesana District, Gujarat, 384460",,,www.hindustanpetroleum.com,72.3827000000001,23.5394000000001,72.3825870000001,23.539386,TRNPMP,INTB498,1,,,
